data,tag,spe_tag,caption,label,pred
D:/Weather conditions driving classification data (All)/images/Rainy\frame7496.jpg,['road | street | tree'],weather,a lonely country road on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7497.jpg,['road | street | tree'],weather,a lonely country road on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7498.jpg,['road | street | tree'],weather,a quiet country road on a sunny day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7499.jpg,['road | street | tree'],weather,a winter road is empty on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame75.jpg,['rain | highway | road | car | tunnel | truck | drive | travel | white'],weather,a large semi truck driving through a tunnel entrance,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame750.jpg,['traffic light | fog | rain | windshield | traffic | highway | freeway | road | car | drive | green'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7500.jpg,['highway | road | street | snow'],weather,a snowy winter road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7501.jpg,['highway | road | street | car | tree | snow'],weather,a snowy winter road with a large piece of equipment on it,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7502.jpg,['highway | road | street | snow'],weather,a foggy winter day on a country road,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7503.jpg,['highway | road | street | snow'],weather,a winter road is empty on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7504.jpg,['highway | road | snow'],weather,a snowy winter road on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7505.jpg,['fog | bridge | highway | road'],weather,a foggy country road on an overcast day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7506.jpg,['bridge | road | river | tree'],weather,a foggy country road on a winter day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7507.jpg,['bridge | highway | road | tree'],weather,a long stretch of country road,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7508.jpg,['bridge | sign | road'],weather,a road construction sign on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7509.jpg,['bridge | highway | road | tree'],weather,a foggy drive on a winter day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame751.jpg,['fog | rain | traffic | highway | freeway | road | car | drive'],weather,a foggy drive on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7510.jpg,['highway | road | street | car'],weather,the view of a road intersection on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7511.jpg,['road | street'],weather,a view of a road intersection on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7512.jpg,['fog | bridge | highway | town | road | street | car | tunnel'],weather,a foggy country road on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7513.jpg,['road | street | car'],weather,the view of a city road on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7514.jpg,['road | street'],weather,the view of a city road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7515.jpg,['traffic | road | street | car | truck | drive | snowy'],weather,a white delivery truck driving down a two lane road,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7516.jpg,['highway | van | vehicle | road | street | car | truck | drive | snowy'],weather,a snowy winter road on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7517.jpg,['road | street | tree | snow | snowy'],weather,a snowy winter road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7518.jpg,['sign | road | street | snow | snowy'],weather,a snowy winter road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7519.jpg,['fog | highway | sign | road | street'],weather,a foggy winter road on a snowy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame752.jpg,['rain | traffic | highway | freeway | road | car | drive'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7520.jpg,['highway | sign | road | street | car | snow | drive | snowy'],weather,a foggy winter road on a snowy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7521.jpg,['rain | traffic | vehicle | sign | road | street | car | truck | drive | wet'],weather,a view of a road side during a snowstorm,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7522.jpg,['bridge | highway | vehicle | road | street | car | truck | drive'],weather,a view of a highway bridge on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7523.jpg,['bridge | highway | road | street | car | truck | drive | travel'],weather,a view of a city road on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7524.jpg,['bridge | highway | road | car | snow | snowy'],weather,a view of a snowy highway bridge on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7525.jpg,['rain | bridge | highway | road | street | car | snow | drive | snowy | wet'],weather,a view of a city road on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7526.jpg,['traffic | highway | road | street | car | snow | drive | snowy'],weather,a view of a city road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7527.jpg,['traffic light | rain | traffic | highway | city street | road | street | car | snow | drive | green | snowy | wet'],weather,a view of a city road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7528.jpg,['rain | traffic | city street | road | street | car | drive | snowy | wet'],weather,a city street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7529.jpg,['rain | intersection | vehicle | road | street | car | person | truck | drive | wet'],weather,a view of a street intersection on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame753.jpg,['fog | rain | traffic | highway | freeway | road | car | drive'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7530.jpg,['rain | bus | road | street | car | truck | drive | wet'],weather,it is a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7531.jpg,['bridge | sign | road | fence | street'],weather,a road side that has a snow bank on top of it,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7532.jpg,['bridge | highway | sign | road | street | car'],weather,a highway sign that is in the middle of nowhere,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7533.jpg,['bridge | highway | sign | road | street | car'],weather,a view of a city road on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7534.jpg,['rain | bridge | traffic | highway | vehicle | road | street | car | tunnel | truck | snow | drive | snowy'],weather,a view of a road intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7535.jpg,['bridge | traffic | highway | vehicle | road | street | car | snow | drive | snowy'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7536.jpg,['traffic | vehicle | road | street | car | truck | snow | drive | snowy'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7537.jpg,['rain | traffic | vehicle | road | street | car | truck | snow | drive | snowy'],weather,a view of a road intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7538.jpg,['rain | traffic | highway | vehicle | road | street | car | snow | drive | snowy'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7539.jpg,['traffic light | traffic | highway | vehicle | road | street | car | snow | drive | snowy'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame754.jpg,['rain | traffic | highway | freeway | road | car | drive | travel | white'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7540.jpg,['traffic light | traffic | city street | road | street | car | person | snow | walk | drive | snowy'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7541.jpg,['traffic light | intersection | road | street | snow | empty | snowy'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7542.jpg,['traffic light | intersection | road | gas station | street | car | snow | snowy'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7543.jpg,['building | fog | road | gas station | street | snow'],weather,the view of a road intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7544.jpg,['building | intersection | road | gas station | street | arrow | snow'],weather,a view of a street intersection on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7545.jpg,['building | traffic light | fog | rain | intersection | bus | road | gas station | street | car | drive'],weather,a view of a city street intersection during a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7546.jpg,['building | traffic light | fog | rain | intersection | road | parking lot | gas station | street | car | drive'],weather,a rainy day at a drive thru grocery store,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7547.jpg,['rain | traffic | highway | intersection | vehicle | road | street | car | truck | drive'],weather,a view of a street intersection on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7548.jpg,['traffic | intersection | vehicle | road | street | car | truck | snow | drive'],weather,a view of a cross walk on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7549.jpg,['highway | vehicle | road | construction | street | car | truck | snow | drive | travel | snowy'],weather,a foggy winter day on a country road,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame755.jpg,['rain | traffic | highway | freeway | road | car | drive | wet'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7550.jpg,['building | highway | road | street | car | snow | drive'],weather,a foggy winter day on a country road,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7551.jpg,['building | highway | town | road | street | car | truck | snow | snowy'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7552.jpg,['town | road | street | snow | small | snowy'],weather,a view of a city road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7553.jpg,['highway | road | street | car | truck | snow | snowy'],weather,the view of a winter road on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7554.jpg,['highway | vehicle | road | street | car | truck | snow | drive'],weather,a view of a foggy country road during the day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7555.jpg,['highway | vehicle | road | street | car | truck | snow | drive | snowy'],weather,a snow covered country road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7556.jpg,['traffic | highway | vehicle | road | street | car | truck | snow | drive | snowy'],weather,a snow covered country road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7557.jpg,['highway | road | street | car | truck | snow | drive | snowy'],weather,a snow covered country road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7558.jpg,['traffic | highway | vehicle | road | street | car | snow | drive | snowy'],weather,a snowy winter road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7559.jpg,['traffic | highway | van | vehicle | road | street | car | truck | snow | drive | snowy'],weather,a snowy winter road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame756.jpg,['rain | traffic | highway | road | car | drive | white | wet'],weather,a view of a rainy day driving on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7560.jpg,['highway | road | street | car | snow | drive | snowy | white'],weather,a snowy winter road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7561.jpg,['highway | vehicle | road | street | car | snow | drive | snowy | white'],weather,a snowy winter road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7562.jpg,['highway | road | street | snow | snowy'],weather,a view of a snowy road intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7563.jpg,['highway | road | street | snow | snowy'],weather,a snowy winter road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7564.jpg,['fog | highway | road | street | car | snow | snowy'],weather,a snowy winter road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7565.jpg,['rain | highway | road | street | car | truck | snow | drive | snowy'],weather,a view of a snowy highway scene on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7566.jpg,['highway | vehicle | road | street | car | truck | snow | drive | snowy'],weather,a foggy winter road on a snowy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7567.jpg,['rain | traffic | highway | road | street | car | snow | drive | snowy'],weather,a foggy winter road on a snowy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7568.jpg,['highway | road | street | car | snow | drive | snowy'],weather,a foggy winter road on a snowy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7569.jpg,['fog | highway | road | street | car | snow | snowy'],weather,a foggy winter road on a snowy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame757.jpg,['rain | traffic | highway | road | car | drive | wet'],weather,a rainy day driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7570.jpg,['highway | road | street | car | snow | drive | snowy'],weather,a snow covered country road with a silo in the distance,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7571.jpg,['traffic | highway | vehicle | road | street | car | truck | snow | drive | snowy'],weather,the view of a snowy road intersection on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7572.jpg,['fog | road | street | car | snow | drive | snowy'],weather,a snowy winter road with orange traffic cones,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7573.jpg,['fog | road | street | car | snow | drive | snowy'],weather,the view of a winter road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7574.jpg,['van | road | street | car | truck | snow | drive | snowy | white'],weather,the view of a cross road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7575.jpg,['winter | road | street | snow | snowy'],weather,a winter road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7576.jpg,['highway | road | street | car | snow | drive | snowy'],weather,the view of a winter road on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7577.jpg,['town | road | street | snow | snowy'],weather,the view of a winter road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7578.jpg,['highway | town | road | street | car | snow | snowy'],weather,a view of a city road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7579.jpg,['winter | road | street | car | snow | snowy'],weather,a snowy winter road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame758.jpg,['rain | traffic | highway | vehicle | road | car | truck | drive'],weather,a view of a car's windshield wiper on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7580.jpg,['highway | road | gas station | street | car | snow | snowy'],weather,a snow covered country road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7581.jpg,['highway | road | gas station | street | car | snow | drive | snowy'],weather,a snowy winter road with a gas pump,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7582.jpg,['highway | road | street | car | snow | drive | snowy'],weather,a snow covered country road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7583.jpg,['town | road | street | car | snow | drive | snowy'],weather,a snow covered country road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7584.jpg,['mountain | road | street | snow | snowy'],weather,a snow covered country road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7585.jpg,['mountain | road | street | car | snow | snowy'],weather,a snow covered drive way on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7586.jpg,['road | street | car | snow | snowy'],weather,a snow covered country road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7587.jpg,['road | street | car | snow | snowy'],weather,a snowy winter road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7588.jpg,['road | street | snow | snowy'],weather,a winter drive on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7589.jpg,['highway | road | street | car | snow | snowy'],weather,the view of a winter road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame759.jpg,['rain | traffic | highway | road | car | drive | wet'],weather,a view of a car's dashboard on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7590.jpg,['highway | road | street | car | tree | truck | snow | drive | snowy'],weather,the view of a winter road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7591.jpg,['headlight | motorcycle | road | street | car | snow | drive | snowy'],weather,the view of a winter road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7592.jpg,['rain | highway | road | street | car | truck | snow | drive | snowy | wet'],weather,the view of a snowy day on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7593.jpg,['van | road | street | car | truck | snow | drive | snowy'],weather,a view of a snowy road intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7594.jpg,['road | street | car | snow | drive | snowy'],weather,a view of a road intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7595.jpg,['road | gas station | street | car | snow | drive | snowy'],weather,a snow covered drive way on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7596.jpg,['highway | road | street | car | snow | drive | snowy'],weather,a rainy day on a winter day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7597.jpg,['highway | sign | road | street | car | snow | drive | snowy'],weather,a view of a snowy highway scene on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7598.jpg,['highway | road | street | car | snow | drive | snowy'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7599.jpg,['highway | vehicle | road | street | car | snow | drive | travel | snowy'],weather,a snowy winter road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame76.jpg,['highway | road | car | tunnel | truck | drive | travel | white'],weather,a large semi truck driving under a highway tunnel,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame760.jpg,['rain | traffic | highway | road | car | drive'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7600.jpg,['highway | road | street | snow | snowy'],weather,a snowy winter road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7601.jpg,['traffic | highway | road | street | car | snow | snowy'],weather,a view of a snowy highway scene on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7602.jpg,['traffic | highway | vehicle | road | gas station | street | car | snow | drive | snowy'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7603.jpg,['rain | traffic | highway | vehicle | road | gas station | street | car | people | snow | drive | snowy | wet'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7604.jpg,['traffic | city street | road | street | car | people | pedestrian | snow | walk | snowy'],weather,it is a snowy day in the country,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7605.jpg,['traffic | vehicle | mountain | road | street | car | truck | snow | drive | snowy'],weather,a view of a city road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7606.jpg,['traffic | city street | mountain | road | street | car | snow | snowy'],weather,a view of a city road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7607.jpg,['traffic | city street | mountain | town | road | street | car | snow | drive | snowy'],weather,a view of a city road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7608.jpg,['traffic | city street | mountain | road | street | car | snow | drive | snowy'],weather,a view of a city road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7609.jpg,['traffic | city street | mountain | road | street | car | snow | drive | snowy'],weather,a view of a city road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame761.jpg,['rain | traffic | highway | road | car | drive'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7610.jpg,['traffic | vehicle | road | street | car | truck | snow | drive | snowy | wet'],weather,a snowy winter road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7611.jpg,['traffic | vehicle | mountain | road | street | car | snow | drive | snowy'],weather,a view of a city road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7612.jpg,['traffic | city street | mountain | town | road | street | car | snow | drive | snowy'],weather,a snow covered country road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7613.jpg,['traffic | city street | vehicle | mountain | road | street | car | snow | drive | snowy'],weather,it is a snowy day in the neighborhood,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7614.jpg,['traffic | city street | vehicle | road | street | car | truck | snow | drive | snowy'],weather,it is a snowy day in the neighborhood,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7615.jpg,['traffic | city street | vehicle | road | street | car | snow | drive | snowy'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7616.jpg,['traffic | city street | vehicle | road | street | car | snow | drive | snowy | wet'],weather,a view of a snowstorm on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7617.jpg,['traffic | highway | city street | road | street | car | snow | drive | snowy'],weather,a view of a snowstorm on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7618.jpg,['traffic | highway | city street | vehicle | road | street | car | snow | drive | snowy | wet'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7619.jpg,['traffic | highway | city street | road | street | car | snow | drive | snowy | wet'],weather,a view of a city street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame762.jpg,['rain | traffic | highway | road | car | drive | wet'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7620.jpg,['traffic | highway | city street | vehicle | road | street | car | snow | drive | snowy'],weather,a view of a city street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7621.jpg,['traffic | highway | vehicle | road | street | car | truck | snow | drive | snowy'],weather,it is a snowy day in the neighborhood,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7622.jpg,['traffic | highway | city street | vehicle | road | street | car | snow | drive | snowy | wet'],weather,a view of a city street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7623.jpg,['traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | wet'],weather,a view of a city road on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7624.jpg,['rain | traffic | highway | vehicle | road | street | car | snow | drive | snowy | wet'],weather,a view of a snowstorm on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7625.jpg,['rain | traffic | highway | vehicle | light | road | street | car | snow | drive | travel | snowy | wet'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7626.jpg,['rain | traffic | highway | vehicle | light | road | street | car | snow | drive | snowy | wet'],weather,a view of a snowy day on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7627.jpg,['traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | wet'],weather,a view of a snowstorm driving on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7628.jpg,['traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | red | wet'],weather,a view of a snowstorm on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7629.jpg,['rain | traffic | highway | vehicle | light | road | street | car | truck | snow | drive | travel | snowy | red | wet'],weather,a view of a snowy day on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame763.jpg,['rain | traffic | highway | road | car | drive | wet'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7630.jpg,['rain | traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | red | wet'],weather,a view of a snowy day on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7631.jpg,['rain | traffic | highway | vehicle | light | road | street | car | truck | snow | drive | travel | snowy | red | wet'],weather,a view of a snowy day on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7632.jpg,['rain | traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | red | wet'],weather,a view of a car's brake lights on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7633.jpg,['traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | red | wet'],weather,a view of a car's brake lights on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7634.jpg,['traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | red | wet'],weather,a view of a car's brake lights on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7635.jpg,['rain | traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | red | wet'],weather,a view of a car's dashboard during a snowstorm,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7636.jpg,['traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | red | wet'],weather,a view of a snowy day on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7637.jpg,['rain | traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | red | wet'],weather,a view of a snowy day on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7638.jpg,['traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | red | wet'],weather,a view of a snowy day on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7639.jpg,['rain | traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | red | wet'],weather,a view of a car's dashboard during a snowstorm,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame764.jpg,['rain | traffic | highway | road | car | drive | wet'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7640.jpg,['rain | traffic | highway | vehicle | light | road | street | car | snow | drive | snowy | wet'],weather,a view of a car's brake lights on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7641.jpg,['traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | red | wet'],weather,a view of a car's brake lights on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7642.jpg,['rain | traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | red | wet'],weather,a view of a car's dashboard during a snowstorm,Rainy,0
